,studio,project_id,title,description,instructions,writing,author/id,project_author_username,image,history/created,history/modified,history/shared,stats/views,stats/loves,stats/favorites,remix/parent,remix/root,studio_numberscript_count,variable_count,list_count,comment_count,costume_count,sprite_count,block_count,block_unique_count,random_block_count,Unnamed: 12,language
2459,2,235779094,penguin piano,"You wanted our inner kindergartener?  You got it with this one.  I really had fun with this.  
I really wanted to have the notes scroll across the screen - but opted for the faster version of a phrase of notes on the screen at one time.  ",Click on a penguin to play a note.  To play a song - click the button. ,"You wanted our inner kindergartener?  You got it with this one.  I really had fun with this.  
I really wanted to have the notes scroll across the screen - but opted for the faster version of a phrase of notes on the screen at one time.  Click on a penguin to play a note.  To play a song - click the button. ",2876976,Sabriana,https://cdn2.scratch.mit.edu/get_image/project/235779094_480x360.png,2018-07-07T18:50:10.000Z,2018-07-07T19:41:07.000Z,2018-07-07T19:38:57.000Z,28,13,4,,,3,38,0,0,0,40,11,146,16,0,['en']
2460,2,235766968,Getting Unstuck 3,"Original video: https://www.youtube.com/watch?v=b9viv_A60Mk
Source for music notes: https://pianoletternotes.blogspot.com/2017/10/swan-lake-op-20-dance-of-little-swans.html

I used giphy.com to turn 10 seconds of the video into a gif. Then I used and animated that gif for the backdrops.

My year of piano lessons at the age of 10 stood me in good stead when translating the notes from pianoletternotes.com into the tones in Scratch. The timing is still a little off, but that's okay.

This project was a lot of fun, if frustrating at times. I enjoyed playing with blocks I haven't used much before.",Click the green flag to start.,"Original video: https://www.youtube.com/watch?v=b9viv_A60Mk
Source for music notes: https://pianoletternotes.blogspot.com/2017/10/swan-lake-op-20-dance-of-little-swans.html

I used giphy.com to turn 10 seconds of the video into a gif. Then I used and animated that gif for the backdrops.

My year of piano lessons at the age of 10 stood me in good stead when translating the notes from pianoletternotes.com into the tones in Scratch. The timing is still a little off, but that's okay.

This project was a lot of fun, if frustrating at times. I enjoyed playing with blocks I haven't used much before.Click the green flag to start.",18044195,jennykostka,https://cdn2.scratch.mit.edu/get_image/project/235766968_480x360.png,2018-07-07T14:43:39.000Z,2018-07-07T20:03:21.000Z,2018-07-07T19:44:38.000Z,22,5,1,,,3,6,0,0,0,127,4,53,10,0,['en']
2461,2,235782348,#003 - Getting Unstuck Musical Note,,"Not too fancy.
I did learn how to make my own block for some repeatable parts!  I think it's a function.","nanNot too fancy.
I did learn how to make my own block for some repeatable parts!  I think it's a function.",20126730,kbardelli1,https://cdn2.scratch.mit.edu/get_image/project/235782348_480x360.png,2018-07-07T20:03:03.000Z,2018-07-07T20:24:04.000Z,2018-07-07T20:19:09.000Z,10,2,1,,,3,3,0,0,0,6,2,27,9,0,['en']
2462,2,16676557,Music from Words,"Is something like a musical alphabet. Here I have used an easy algorithm: the A letter plays the note 48 (that is C), B plays 49( C#)  and so on in sequence. More complex algorithms can be experimented.

updated for Getting Unstuck challenge
","Insert the word to be transformed into music
you can change the Instrument to play, the number of times it repeats the music and the BPM, moving the slider on the corrispective items

Play Again button to listen again the musc
New Word button to insert a new word","Is something like a musical alphabet. Here I have used an easy algorithm: the A letter plays the note 48 (that is C), B plays 49( C#)  and so on in sequence. More complex algorithms can be experimented.

updated for Getting Unstuck challenge
Insert the word to be transformed into music
you can change the Instrument to play, the number of times it repeats the music and the BPM, moving the slider on the corrispective items

Play Again button to listen again the musc
New Word button to insert a new word",2143382,CyberParra,https://cdn2.scratch.mit.edu/get_image/project/16676557_480x360.png,2014-01-16T14:47:54.000Z,2018-07-07T20:22:08.000Z,2014-01-16T17:15:59.000Z,330,12,9,,,3,17,9,2,0,8,3,125,31,0,['en']
2463,2,235777333,Piano Music (Getting Unstuck Day 3),This was my favorite script so far. ,"Click the up, down, left, or right arrows.  Each plays a familiar song.  Pressing the space bar place a small melody from a recent song from a popular artist.","This was my favorite script so far. Click the up, down, left, or right arrows.  Each plays a familiar song.  Pressing the space bar place a small melody from a recent song from a popular artist.",34198395,jockel830,https://cdn2.scratch.mit.edu/get_image/project/235777333_480x360.png,2018-07-07T18:11:58.000Z,2018-07-15T04:04:21.000Z,2018-07-07T20:19:20.000Z,8,2,1,,,3,20,0,0,0,20,5,286,10,0,['en']
2464,2,235782863,GettingUnstuck#3 - Basic Piano,"Written as part of challenge#3 of ""Getting Unstuck"" - ""Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category""

Didn't have much time today so went with a basic keyboard with specific buttons to play the notes. Would have loved to have made the whole key play the note when clicked (and include the black keys). 

Maybe other people's projects will give clues for maybe making a section of background act like a sprite and respond to clicks? Or fire a click event just on the background as a whole but the code know what section it was in based on co-ordinates (tricky with odd shapes).",Click the play buttons to play the white keyboard notes.,"Written as part of challenge#3 of ""Getting Unstuck"" - ""Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category""

Didn't have much time today so went with a basic keyboard with specific buttons to play the notes. Would have loved to have made the whole key play the note when clicked (and include the black keys). 

Maybe other people's projects will give clues for maybe making a section of background act like a sprite and respond to clicks? Or fire a click event just on the background as a whole but the code know what section it was in based on co-ordinates (tricky with odd shapes).Click the play buttons to play the white keyboard notes.",15872912,IainMillar,https://cdn2.scratch.mit.edu/get_image/project/235782863_480x360.png,2018-07-07T20:14:55.000Z,2018-07-07T20:33:15.000Z,2018-07-07T20:33:15.000Z,13,2,1,,,3,8,0,0,0,10,8,16,2,0,['en']
2465,2,235780174,Take Me Out to the Ballgame (Unstuck #3),"I'm a baseball fan so I used the ""play note"" keys to code a rendition of ""Take Me Out to the Ballgame"".",Click on the green flag to begin.,"I'm a baseball fan so I used the ""play note"" keys to code a rendition of ""Take Me Out to the Ballgame"".Click on the green flag to begin.",124311,techteech,https://cdn2.scratch.mit.edu/get_image/project/235780174_480x360.png,2018-07-07T19:11:43.000Z,2018-07-08T02:00:47.000Z,2018-07-07T20:53:18.000Z,15,6,3,,,3,3,0,0,0,6,2,74,9,0,['en']
2466,2,235782804,Day 3,,,,34214776,Zorjana,https://cdn2.scratch.mit.edu/get_image/project/235782804_480x360.png,2018-07-07T20:13:44.000Z,2018-07-07T21:13:40.000Z,2018-07-07T21:12:38.000Z,9,2,1,,,3,2,0,0,0,17,3,15,6,0,[]
2467,2,235784262,Unstuck Day 3 Rushing,This project was created for Day 3 of Getting Unstuck with Scratch. Our challenge was to use the play note blocks in the Sounds.  I had fun importing the sheep sprite (https://www.kisspng.com/png-sheep-lamb-and-mutton-free-content-clip-art-hot-sh-201284/) and tweaking that with the drawing tools.  I also had fun changing the instrument and coding the songs.  ,Directions are on the main screen.  Just click on the star or the sheep.,This project was created for Day 3 of Getting Unstuck with Scratch. Our challenge was to use the play note blocks in the Sounds.  I had fun importing the sheep sprite (https://www.kisspng.com/png-sheep-lamb-and-mutton-free-content-clip-art-hot-sh-201284/) and tweaking that with the drawing tools.  I also had fun changing the instrument and coding the songs.  Directions are on the main screen.  Just click on the star or the sheep.,7525698,jrushing72,https://cdn2.scratch.mit.edu/get_image/project/235784262_480x360.png,2018-07-07T20:48:24.000Z,2018-07-07T21:39:44.000Z,2018-07-07T21:35:42.000Z,16,7,1,,,3,3,0,0,0,5,3,72,10,0,['en']
2468,2,235783644,Day 3 - notes,Day 3: playing notes. I don't know music; so I do get unstuck? Be inspired by others. https://www.jesseheines.com/~heines/academic/papers/2012amu/AMU_2012-05-17_v02.pdf - page 18,Click on the drum and sax to play.,Day 3: playing notes. I don't know music; so I do get unstuck? Be inspired by others. https://www.jesseheines.com/~heines/academic/papers/2012amu/AMU_2012-05-17_v02.pdf - page 18Click on the drum and sax to play.,214,augusto,https://cdn2.scratch.mit.edu/get_image/project/235783644_480x360.png,2018-07-07T20:32:47.000Z,2018-07-07T22:01:44.000Z,2018-07-07T22:01:44.000Z,10,4,1,,,3,2,0,0,0,7,2,39,9,0,['en']
2469,2,235760845,Getting Unstuck: Day 3 - version 1,,Click on the green flag.,nanClick on the green flag.,19789360,antonellamazzobel,https://cdn2.scratch.mit.edu/get_image/project/235760845_480x360.png,2018-07-07T12:32:19.000Z,2018-07-07T21:50:07.000Z,2018-07-07T15:00:17.000Z,22,4,1,,,3,25,0,0,0,50,23,243,15,0,['en']
2470,2,235768398,Getting Unstuck: Day 3 - version 2,"Ispirata dal progetto di #carlapoppi, ho realizzato una versione diversa da quella che avevo creato precedentemente.",Click on the green flag.,"Ispirata dal progetto di #carlapoppi, ho realizzato una versione diversa da quella che avevo creato precedentemente.Click on the green flag.",19789360,antonellamazzobel,https://cdn2.scratch.mit.edu/get_image/project/235768398_480x360.png,2018-07-07T15:11:36.000Z,2018-07-07T22:16:03.000Z,2018-07-07T17:16:18.000Z,13,3,1,,,3,18,0,0,0,49,15,192,18,0,['it']
2471,2,235786720,Musical treasure chest,"I've created a mini game where a sound effect (making with some musical notes) sounds where the character touches a treasure chest while earns a treasure. 
I was wondering how to play an easy song or an effect from my favourite video game soundtracks. I realized that it was very difficult, so I decided to make a sound effect from the ""Legend Of Zelda: A Link to the past"" when you get a treasure.

--Questions--:
-What did you like most about your project? 
I love the idea to use the webcam to create a more interactive game and the choice of making an easy sound effect with a different instrument.

-What would you do with it next, if you had more time?
I'd like to make more musical effects.

--Credits--
Some images like treasures and treasure chest are from pixabay:
https://pixabay.com/en/
The main character is created with the Scratch paint editor.","Use your hand to move the duck towards a treasure chest.
Try to get as many treasures as possible in 30 seconds.
Good luck!

*You can play with others and try to earn more points than them.

--Getting Unstuck Day 3--:
Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category.
","I've created a mini game where a sound effect (making with some musical notes) sounds where the character touches a treasure chest while earns a treasure. 
I was wondering how to play an easy song or an effect from my favourite video game soundtracks. I realized that it was very difficult, so I decided to make a sound effect from the ""Legend Of Zelda: A Link to the past"" when you get a treasure.

--Questions--:
-What did you like most about your project? 
I love the idea to use the webcam to create a more interactive game and the choice of making an easy sound effect with a different instrument.

-What would you do with it next, if you had more time?
I'd like to make more musical effects.

--Credits--
Some images like treasures and treasure chest are from pixabay:
https://pixabay.com/en/
The main character is created with the Scratch paint editor.Use your hand to move the duck towards a treasure chest.
Try to get as many treasures as possible in 30 seconds.
Good luck!

*You can play with others and try to earn more points than them.

--Getting Unstuck Day 3--:
Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category.
",4413079,NoeBranford,https://cdn2.scratch.mit.edu/get_image/project/235786720_480x360.png,2018-07-07T21:55:06.000Z,2018-07-19T19:25:06.000Z,2018-07-07T21:55:51.000Z,9,3,1,,,3,11,2,0,0,13,5,107,32,0,['en']
2472,2,147470303,Frere Jacques remix day 3,,,,11349852,misspsmith,https://cdn2.scratch.mit.edu/get_image/project/147470303_480x360.png,2017-02-27T23:44:24.000Z,2018-07-07T22:26:34.000Z,2017-02-27T23:51:01.000Z,10,4,1,118349633.0,118349633.0,3,4,0,0,0,4,2,28,9,0,[]
2473,2,235787163,Unstuck #3,"This is my project for Getting Unstuck day 3. 
If it weren't for my children needing me to entertain them I could have played with this for hours. I may well come back to it later.
I did struggle with the timing. I tried to add a bass line, but it couldn't keep time with the drums. ",Press the green flag then run our mouse over the red dots.,"This is my project for Getting Unstuck day 3. 
If it weren't for my children needing me to entertain them I could have played with this for hours. I may well come back to it later.
I did struggle with the timing. I tried to add a bass line, but it couldn't keep time with the drums. Press the green flag then run our mouse over the red dots.",141519,jentz,https://cdn2.scratch.mit.edu/get_image/project/235787163_480x360.png,2018-07-07T22:08:12.000Z,2018-07-07T22:38:32.000Z,2018-07-07T22:33:48.000Z,13,8,2,,,3,11,0,0,0,10,9,65,8,0,['en']
2474,2,235763226,Day 3 - Brazil,"I quickly deviated from my initial plan and became interested in trying to simulate a tune using sheet music equivalents. I took the sheet music for Brazil and entered the notes into a spreadsheet to calculate the numeric equivalents and assigned formatting to note values such as whole notes were bold, quarter notes italic, etc. When I plotted the notation into Scratch, however, it didn't really hold up. Not sure if it's my shortcomings in music or in Scratch. :) Fun, all the same.

Day 3 - Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category. For example, you could play piano notes 1 to 120 at 240 bpm, with 0.5 beats per note. What triggers the playing? What happens while the notes are playing? ",Click flag to start,"I quickly deviated from my initial plan and became interested in trying to simulate a tune using sheet music equivalents. I took the sheet music for Brazil and entered the notes into a spreadsheet to calculate the numeric equivalents and assigned formatting to note values such as whole notes were bold, quarter notes italic, etc. When I plotted the notation into Scratch, however, it didn't really hold up. Not sure if it's my shortcomings in music or in Scratch. :) Fun, all the same.

Day 3 - Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category. For example, you could play piano notes 1 to 120 at 240 bpm, with 0.5 beats per note. What triggers the playing? What happens while the notes are playing? Click flag to start",109272,PolyPrep,https://cdn2.scratch.mit.edu/get_image/project/235763226_480x360.png,2018-07-07T13:26:44.000Z,2018-07-25T01:13:04.000Z,2018-07-07T23:09:42.000Z,10,4,1,,,3,19,4,0,0,11,9,346,30,0,['en']
2475,2,235779014,Day 3 Unstuck: Random Bubbles,"I love bubbles so I decided that I wanted to use bubbles in this project. Random block used to change size, look, note and the instrument that will play.  Again I used the clone blocks to make lots of bubbles!
What did you like most about your project? I like the bubble graphic which I found with a quick search on Scratch.  Thanks to @naimora for a beautifully drawn bubble!  What would you do with it next, if you had more time? I would like to have added another costume or 2 to animated the bubble popping. ","Move the cursor over the bubbles to hear the notes.  
If you click the bubbles they will pop!   
Press the Space Bar to change the instrument-you never know what instrument you will get as it set to random!

Getting Unstuck Day 3: Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category.
","I love bubbles so I decided that I wanted to use bubbles in this project. Random block used to change size, look, note and the instrument that will play.  Again I used the clone blocks to make lots of bubbles!
What did you like most about your project? I like the bubble graphic which I found with a quick search on Scratch.  Thanks to @naimora for a beautifully drawn bubble!  What would you do with it next, if you had more time? I would like to have added another costume or 2 to animated the bubble popping. Move the cursor over the bubbles to hear the notes.  
If you click the bubbles they will pop!   
Press the Space Bar to change the instrument-you never know what instrument you will get as it set to random!

Getting Unstuck Day 3: Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category.
",1294980,MEStech,https://cdn2.scratch.mit.edu/get_image/project/235779014_480x360.png,2018-07-07T18:48:35.000Z,2018-07-08T22:38:23.000Z,2018-07-07T22:48:43.000Z,20,9,1,,,3,6,0,0,0,7,1,46,28,6,['en']
2476,2,235775581,Gordon_Day 3 Getting Unstuck,just playing with sound.,Click flag to run program,just playing with sound.Click flag to run program,18900622,gordoncr,https://cdn2.scratch.mit.edu/get_image/project/235775581_480x360.png,2018-07-07T17:36:57.000Z,2018-07-07T18:11:30.000Z,2018-07-07T18:11:30.000Z,5,2,1,,,3,2,1,0,0,6,2,37,19,0,['en']
2477,2,235782025,Musical Fish - Challenge #3,"This was based on the scratch challenge #3 -- to add music through the ""make note"" block.",All is lovely under the sea... or is it?,"This was based on the scratch challenge #3 -- to add music through the ""make note"" block.All is lovely under the sea... or is it?",34185712,ungarpower,https://cdn2.scratch.mit.edu/get_image/project/235782025_480x360.png,2018-07-07T19:55:34.000Z,2018-07-07T23:32:31.000Z,2018-07-07T23:32:30.000Z,5,2,1,,,3,36,0,0,0,15,8,219,17,0,['en']
2478,2,235789811,Unstuck Day 3,,,,8448794,MrsKCutler,https://cdn2.scratch.mit.edu/get_image/project/235789811_480x360.png,2018-07-07T23:21:12.000Z,2018-07-07T23:32:38.000Z,2018-07-07T23:32:37.000Z,6,3,1,,,3,2,0,0,0,4,2,20,9,0,[]
2479,2,235790469,Day 3:Let's jam!,,"1. Click the green flag.
2. Listen to the cat play the guitar by clicking on it. 
3. Press any key to stop the music.","nan1. Click the green flag.
2. Listen to the cat play the guitar by clicking on it. 
3. Press any key to stop the music.",14143361,thammerlund,https://cdn2.scratch.mit.edu/get_image/project/235790469_480x360.png,2018-07-07T23:38:30.000Z,2018-07-07T23:49:20.000Z,2018-07-07T23:48:02.000Z,6,2,1,,,3,2,0,0,0,2,1,8,6,0,['en']
2480,2,235790063,Getting Unstuck Day 3,,Drag (i.e. left mouse click and hold) the cat onto the keys to make a note.,nanDrag (i.e. left mouse click and hold) the cat onto the keys to make a note.,18198558,mcshicks,https://cdn2.scratch.mit.edu/get_image/project/235790063_480x360.png,2018-07-07T23:27:46.000Z,2018-07-07T23:57:53.000Z,2018-07-07T23:53:03.000Z,7,3,1,,,3,2,0,0,0,8,6,26,10,0,['en']
2481,2,235789588,Day 3 Unstuck Music Notes,I looked for the notes for part of mary had a little sheep off another project.  I liked that they recorded their own bah noise so I did the same and made my own sprite and tried to time it to change to the notes.  I used trial and error with the wait blocks but there must be a better way maybe putting the change size after each note but that seems repetitive.,"Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category. For example, you could play piano notes 1 to 120 at 240 bpm, with 0.5 beats per note. What triggers the playing? What happens while the notes are playing? ","I looked for the notes for part of mary had a little sheep off another project.  I liked that they recorded their own bah noise so I did the same and made my own sprite and tried to time it to change to the notes.  I used trial and error with the wait blocks but there must be a better way maybe putting the change size after each note but that seems repetitive.Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category. For example, you could play piano notes 1 to 120 at 240 bpm, with 0.5 beats per note. What triggers the playing? What happens while the notes are playing? ",20446522,smccown,https://cdn2.scratch.mit.edu/get_image/project/235789588_480x360.png,2018-07-07T23:15:07.000Z,2018-07-08T00:07:05.000Z,2018-07-08T00:07:05.000Z,12,3,1,,,3,2,0,0,0,2,1,28,8,0,['en']
2482,2,235791451,Day 3-Make Music with play block- Wind instruments,"This is day 3 of getting unstuck to have scratch make music using the play script. I created my ""wind instruments"" to have different visual effects and sounds when clicked. I would like create a script where they all play at the same time - click? variable? or a broadcast.",,,16509596,clarimer,https://cdn2.scratch.mit.edu/get_image/project/235791451_480x360.png,2018-07-08T00:03:38.000Z,2018-07-18T01:18:05.000Z,2018-07-08T00:30:28.000Z,21,6,1,,,3,12,0,0,0,10,6,54,8,0,[]
2483,2,235792652,Unstuck Day 3,I would love to know how to get the piano and trumpet to play different notes each time they are pressed.  Can anyone help me?,Just click on the different instruments to play.,I would love to know how to get the piano and trumpet to play different notes each time they are pressed.  Can anyone help me?Just click on the different instruments to play.,24826697,sleifer,https://cdn2.scratch.mit.edu/get_image/project/235792652_480x360.png,2018-07-08T00:32:31.000Z,2018-07-08T00:52:44.000Z,2018-07-08T00:43:13.000Z,7,2,1,,,3,3,0,0,0,10,3,17,5,0,['en']
2484,2,235793354,Day 3,,,,24884035,missasquith,https://cdn2.scratch.mit.edu/get_image/project/235793354_480x360.png,2018-07-08T00:47:23.000Z,2018-07-08T00:50:53.000Z,2018-07-08T00:50:52.000Z,15,3,1,,,3,5,0,0,0,35,4,20,10,1,[]
2485,2,235771271,Getting Unstuck day 3: Piano Happy birthday,,,,25859435,lmhuy1997,https://cdn2.scratch.mit.edu/get_image/project/235771271_480x360.png,2018-07-07T16:08:19.000Z,2018-07-08T00:54:57.000Z,2018-07-07T16:09:37.000Z,23,7,3,,,3,6,4,5,0,32,2,63,23,0,[]
2486,2,235790642,More Cowbell!,"This project is for Getting Unstuck: Day 3 and focuses on the ""play note"" block. For some reason, this old Saturday Night Live skit came to mind, so I thought it would be fun to interactively click Will Farrell's cowbell during the intro to Blue Oyster Cult's ""Don't Fear the Reaper."" One problem I'm having is that the guitar and bass go out of sync after a while, even though the total number of beats and rests are identical. Hopefully I can fix that. I might also add more lines from Christopher Walken.","Click the green flag to start. Once you hear the ""Don't Fear the Reaper"" opening riff, wait for the right moment to click the cowbell. You will, of course, be reminded to provide MORE COWBELL.","This project is for Getting Unstuck: Day 3 and focuses on the ""play note"" block. For some reason, this old Saturday Night Live skit came to mind, so I thought it would be fun to interactively click Will Farrell's cowbell during the intro to Blue Oyster Cult's ""Don't Fear the Reaper."" One problem I'm having is that the guitar and bass go out of sync after a while, even though the total number of beats and rests are identical. Hopefully I can fix that. I might also add more lines from Christopher Walken.Click the green flag to start. Once you hear the ""Don't Fear the Reaper"" opening riff, wait for the right moment to click the cowbell. You will, of course, be reminded to provide MORE COWBELL.",17801875,PrescottRoadrunner,https://cdn2.scratch.mit.edu/get_image/project/235790642_480x360.png,2018-07-07T23:43:31.000Z,2018-07-08T01:04:32.000Z,2018-07-08T01:04:32.000Z,17,9,2,,,3,4,0,0,0,3,1,51,17,0,['en']
2487,2,235793870,Getting Unstuck: Day 3,"Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category.",Click on the piano keys to play music.,"Explore playing a musical instrument with Scratch through the ""play note"" block in the Sound category.Click on the piano keys to play music.",86693,ablumberg,https://cdn2.scratch.mit.edu/get_image/project/235793870_480x360.png,2018-07-08T00:58:45.000Z,2018-07-10T11:06:58.000Z,2018-07-08T01:14:39.000Z,8,3,1,,,3,24,0,0,0,25,12,101,7,0,['en']
2488,2,235789612,Unstuck Day 3 - Dancing Girl,"Challenge: Explore playing a musical instrument with the play note block.
It was fun trying to match the dance to the music. I would like to make a better song and try different instruments.

Update: I added an introduction sign. I added new code for the song ""I Could Have Danced All Night."" It's a little rough still. I also randomized the instrument and added applause at the end.",Click the flag to begin the music and dancing.,"Challenge: Explore playing a musical instrument with the play note block.
It was fun trying to match the dance to the music. I would like to make a better song and try different instruments.

Update: I added an introduction sign. I added new code for the song ""I Could Have Danced All Night."" It's a little rough still. I also randomized the instrument and added applause at the end.Click the flag to begin the music and dancing.",10715270,jancarlson,https://cdn2.scratch.mit.edu/get_image/project/235789612_480x360.png,2018-07-07T23:15:48.000Z,2018-07-28T15:08:00.000Z,2018-07-08T01:15:42.000Z,5,2,1,,,3,6,0,0,0,7,2,80,18,1,['en']
2489,2,235794050,Mary and her little lamb,"This was the most fun project so far.  I'm a piano player, so it was fun to see how the music I knew would translate into computer code.",Start by pressing green flag.,"This was the most fun project so far.  I'm a piano player, so it was fun to see how the music I knew would translate into computer code.Start by pressing green flag.",34205973,teacherspirit,https://cdn2.scratch.mit.edu/get_image/project/235794050_480x360.png,2018-07-08T01:02:23.000Z,2018-07-08T01:16:15.000Z,2018-07-08T01:14:45.000Z,8,2,1,,,3,1,0,0,0,2,1,15,5,0,['en']
2490,2,235795106,Challenge3Music,"This is an AP Chemistry quiz on pH. Each note is connected to a pH. I'm not a music person, so the notes are kind of odd, but they work.",This is a chemistry quiz. The notes on the piano correspond to a pH value. The quiz gives 10 questions. Clicking on a pH plays the note for that pH and tells you whether you are right or wrong. ,"This is an AP Chemistry quiz on pH. Each note is connected to a pH. I'm not a music person, so the notes are kind of odd, but they work.This is a chemistry quiz. The notes on the piano correspond to a pH value. The quiz gives 10 questions. Clicking on a pH plays the note for that pH and tells you whether you are right or wrong. ",2190314,echristophy,https://cdn2.scratch.mit.edu/get_image/project/235795106_480x360.png,2018-07-08T01:25:52.000Z,2018-07-08T11:13:17.000Z,2018-07-08T01:26:57.000Z,15,2,1,,,3,103,1,0,0,65,20,549,23,0,['en']
2491,2,235795273,LightLogo Colors and Sounds,"Scratcher https://scratch.mit.edu/users/jjburker/ made the original project by generating 60,000 random number with LightLogo and importing the csv of them into Scratch to be represented as colors.
I just put in a random instrument and added the note block so it plays a note based on the color each time!","Click the flag. There are over 65,000 colors in the list. It loops back to the beginning when it reaches the end.","Scratcher https://scratch.mit.edu/users/jjburker/ made the original project by generating 60,000 random number with LightLogo and importing the csv of them into Scratch to be represented as colors.
I just put in a random instrument and added the note block so it plays a note based on the color each time!Click the flag. There are over 65,000 colors in the list. It loops back to the beginning when it reaches the end.",214174,enauman,https://cdn2.scratch.mit.edu/get_image/project/235795273_480x360.png,2018-07-08T01:29:57.000Z,2018-07-08T01:41:45.000Z,2018-07-08T01:30:17.000Z,13,5,2,235720085.0,235720085.0,3,2,1,1,0,3,1,40,25,1,['en']
2492,2,235795052,Unstuck Day 3,,Use the homerow keys to play different notes. One has a surprise. ,nanUse the homerow keys to play different notes. One has a surprise. ,266894,awyman,https://cdn2.scratch.mit.edu/get_image/project/235795052_480x360.png,2018-07-08T01:24:49.000Z,2018-07-08T01:44:13.000Z,2018-07-08T01:41:54.000Z,8,2,1,,,3,11,0,0,0,3,2,37,10,0,['en']
2493,2,235783028,Getting Unstuck Day 3 - Ukulele,"I am so proud of this project! 
The first time I taught using Scratch was during our sound unit. During this sound unit we typically show students a youtube video of vibrating strings on a guitar while a song is being played. This program is inspired by these youtube videos and programs designed by StephanieLing and angiulina84 for Getting Unstuck Day 3.",Start the program by clicking on the green flag. Then move the red pick to each ukulele string and click to play the note.,"I am so proud of this project! 
The first time I taught using Scratch was during our sound unit. During this sound unit we typically show students a youtube video of vibrating strings on a guitar while a song is being played. This program is inspired by these youtube videos and programs designed by StephanieLing and angiulina84 for Getting Unstuck Day 3.Start the program by clicking on the green flag. Then move the red pick to each ukulele string and click to play the note.",22156688,MsNykorchuk5,https://cdn2.scratch.mit.edu/get_image/project/235783028_480x360.png,2018-07-07T20:18:38.000Z,2018-07-08T02:00:57.000Z,2018-07-08T01:37:58.000Z,16,9,4,,,3,9,0,0,0,16,5,83,16,0,['en']
2494,2,235795234,Unstuck Day 3,I made use of the 'backpack' to copy the code from one star to the next.,Click the green flag for directions.,I made use of the 'backpack' to copy the code from one star to the next.Click the green flag for directions.,11305008,nbblasko,https://cdn2.scratch.mit.edu/get_image/project/235795234_480x360.png,2018-07-08T01:28:52.000Z,2018-07-10T01:07:49.000Z,2018-07-08T02:12:46.000Z,13,6,1,,,3,18,0,0,0,11,9,51,7,0,['en']
2495,2,235776611,#GettingUnstuck Day 3,"I really liked this project. It was not too easy nor too hard. I had prior experience with some of the codes, so I was able to apply those codes to this project. ",Click the green flag to start the action. Then click on the birthday cake to begin the music.,"I really liked this project. It was not too easy nor too hard. I had prior experience with some of the codes, so I was able to apply those codes to this project. Click the green flag to start the action. Then click on the birthday cake to begin the music.",18062705,tgrizzle,https://cdn2.scratch.mit.edu/get_image/project/235776611_480x360.png,2018-07-07T17:57:33.000Z,2018-07-08T02:31:11.000Z,2018-07-08T02:29:05.000Z,5,2,1,,,3,5,0,0,0,12,4,45,14,5,['en']
2496,2,235797337,Colour Piano - Getting Unstuck Day 3,"At first, I was going to have a bunch of different sprites because maybe they would change colours, but I changed my mind and went with one sprite to move along and stamp the different colours. ","Click the green flag and watch the ball move around the screen when it touches a different colour, a different note will play.  

Enjoy!!","At first, I was going to have a bunch of different sprites because maybe they would change colours, but I changed my mind and went with one sprite to move along and stamp the different colours. Click the green flag and watch the ball move around the screen when it touches a different colour, a different note will play.  

Enjoy!!",19641362,McScience_Lego,https://cdn2.scratch.mit.edu/get_image/project/235797337_480x360.png,2018-07-08T02:17:53.000Z,2018-07-08T02:42:39.000Z,2018-07-08T02:40:12.000Z,20,8,2,,,3,3,0,0,0,15,2,62,20,1,['en']
2497,2,235768319,Getting Unstuck Day 3: Xantolo ,"This projects is based in a Mexican tradition in the city of Tempoal, Veracruz, México. It is celebrated on the Day of the Dead, November 2nd. People wear masks and dance all night as they say wearing masks will fool the Death so it doesn't take their soul. This is part of a research project with my students. 

Definitely this is my weak side. I'm a terrible musician so I just experimented with changing notes randomly. What I would change in my project is to at least simulate in simple notes the real music you can hear at the end :D

Music: ","Play the Green flag and enjoy the show.

","This projects is based in a Mexican tradition in the city of Tempoal, Veracruz, México. It is celebrated on the Day of the Dead, November 2nd. People wear masks and dance all night as they say wearing masks will fool the Death so it doesn't take their soul. This is part of a research project with my students. 

Definitely this is my weak side. I'm a terrible musician so I just experimented with changing notes randomly. What I would change in my project is to at least simulate in simple notes the real music you can hear at the end :D

Music: Play the Green flag and enjoy the show.

",32493591,mabaluca,https://cdn2.scratch.mit.edu/get_image/project/235768319_480x360.png,2018-07-07T15:10:18.000Z,2018-07-08T02:47:52.000Z,2018-07-08T02:47:52.000Z,16,5,1,,,3,13,1,0,0,9,4,172,30,9,['en']
